date,time,province,engine_size,accident_count,age_group,severity
10/10/2018,3:03:13,Nakhon-Ratchasima,less-than-110cc,33.20%,25-35,Injury
12/4/2018,4:48:28,Nakhon-Ratchasima,more-than-1000cc,0.00%,25-35,Injury
18/11/2018,9:51:50,Surat-Thani, 111cc - 125cc,66.96%,25-35,Injury
3/2/2018,19:32:06,Surat-Thani, 126cc - 150cc,6.23%,25-35,Injury
26/03/2018,22:32:54,Surat-Thani, 156cc - 300cc,0.37%,25-35,Injury
12/7/2018,13:37:54,Surat-Thani, 400cc - 1000cc,1.25%,25-35,Injury
6/12/2018,0:15:17,Surat-Thani,less-than-110cc,23.82%,25-35,Injury
25/12/2018,21:34:07,Surat-Thani,more-than-1000cc,0.00%,25-35,Injury
7/4/2018,10:17:28,Chiang-Mai, 111cc - 125cc,46.51%,36-60,Dead
8/9/2018,9:29:57,Chiang-Mai, 126cc - 150cc,3.49%,36-60,Dead
7/9/2018,0:36:42,Chiang-Mai, 156cc - 300cc,0.00%,36-60,Dead
28/06/2018,10:28:00,Chiang-Mai, 400cc - 1000cc,2.33%,36-60,Dead
21/03/2018,9:20:41,Chiang-Mai,less-than-110cc,46.51%,36-60,Dead
25/01/2018,19:18:00,Chiang-Mai,more-than-1000cc,0.00%,36-60,Dead
18/08/2018,19:57:34,Bangkok, 111cc - 125cc,59.90%,36-60,Dead
1/10/2018,2:25:37,Bangkok, 126cc - 150cc,12.50%,36-60,Dead
3/9/2018,19:36:10,Bangkok, 156cc - 300cc,1.56%,36-60,Dead
3/8/2018,5:03:06,Bangkok, 400cc - 1000cc,1.04%,36-60,Dead
29/10/2018,14:39:13,Bangkok,less-than-110cc,23.96%,36-60,Dead
9/8/2018,16:13:29,Bangkok,more-than-1000cc,0.00%,36-60,Dead
13/05/2018,13:57:48,Kanchanaburi, 111cc - 125cc,58.49%,36-60,Dead
11/9/2018,16:16:56,Kanchanaburi, 126cc - 150cc,7.55%,36-60,Dead
10/10/2018,11:54:55,Kanchanaburi, 156cc - 300cc,0.00%,36-60,Dead
13/12/2018,19:32:18,Kanchanaburi, 400cc - 1000cc,1.89%,36-60,Dead
10/2/2018,2:54:14,Kanchanaburi,less-than-110cc,32.08%,36-60,Dead
12/9/2018,23:14:26,Chonburi, 111cc - 125cc,60.14%,36-60,Dead
9/12/2018,6:22:11,Chonburi, 126cc - 150cc,7.25%,36-60,Dead
5/12/2018,12:02:24,Chonburi, 156cc - 300cc,0.00%,36-60,Dead
13/12/2018,5:31:37,Chonburi, 400cc - 1000cc,5.07%,36-60,Dead
6/12/2018,0:57:27,Chonburi,less-than-110cc,18.84%,36-60,Dead
13/05/2018,20:23:14,Chonburi,more-than-1000cc,0.00%,36-60,Dead
10/10/2018,14:06:20,Nakhon-Ratchasima, 111cc - 125cc,50.38%,36-60,Dead
21/02/2018,1:00:53,Nakhon-Ratchasima, 126cc - 150cc,4.58%,36-60,Dead
29/05/2018,9:40:35,Nakhon-Ratchasima, 156cc - 300cc,0.76%,36-60,Dead
19/07/2018,0:35:36,Nakhon-Ratchasima, 400cc - 1000cc,5.34%,36-60,Dead
17/10/2018,21:09:08,Nakhon-Ratchasima,less-than-110cc,38.93%,36-60,Dead
5/5/2018,19:31:24,Nakhon-Ratchasima,more-than-1000cc,0.00%,36-60,Dead
28/06/2018,12:25:32,Surat-Thani, 111cc - 125cc,77.14%,36-60,Dead
24/06/2018,13:34:11,Surat-Thani, 126cc - 150cc,2.86%,36-60,Dead
1/11/2018,2:38:18,Surat-Thani, 156cc - 300cc,0.00%,36-60,Dead
24/02/2018,15:24:54,Surat-Thani, 400cc - 1000cc,0.00%,36-60,Dead
3/11/2018,18:59:04,Surat-Thani,less-than-110cc,20.00%,36-60,Dead
19/02/2018,6:08:56,Chiang-Mai, 111cc - 125cc,53.88%,36-60,Injury
19/10/2018,5:27:00,Chiang-Mai, 126cc - 150cc,4.07%,36-60,Injury
22/10/2018,12:54:38,Chiang-Mai, 156cc - 300cc,0.24%,36-60,Injury
26/08/2018,0:32:49,Chiang-Mai, 400cc - 1000cc,0.65%,36-60,Injury
29/04/2018,23:54:40,Chiang-Mai,less-than-110cc,40.21%,36-60,Injury
24/03/2018,19:04:14,Chiang-Mai,more-than-1000cc,0.12%,36-60,Injury
12/1/2018,5:35:18,Bangkok, 111cc - 125cc,65.31%,36-60,Injury
26/07/2018,14:11:49,Bangkok, 126cc - 150cc,9.51%,36-60,Injury
18/11/2018,11:43:11,Bangkok, 156cc - 300cc,0.51%,36-60,Injury
3/11/2018,8:55:40,Bangkok, 400cc - 1000cc,0.86%,36-60,Injury
3/6/2018,7:22:58,Bangkok,less-than-110cc,21.13%,36-60,Injury
11/3/2018,11:12:46,Bangkok,more-than-1000cc,0.11%,36-60,Injury
19/02/2018,14:42:40,Kanchanaburi, 111cc - 125cc,48.39%,36-60,Injury
6/11/2018,5:34:48,Kanchanaburi, 126cc - 150cc,3.22%,36-60,Injury
29/09/2018,0:05:22,Kanchanaburi, 156cc - 300cc,0.00%,36-60,Injury
30/06/2018,4:22:20,Kanchanaburi, 400cc - 1000cc,0.88%,36-60,Injury
25/10/2018,14:22:38,Kanchanaburi,less-than-110cc,47.19%,36-60,Injury
23/10/2018,12:36:21,Kanchanaburi,more-than-1000cc,0.08%,36-60,Injury
18/10/2018,8:03:49,Chonburi, 111cc - 125cc,59.43%,36-60,Injury
11/10/2018,20:04:28,Chonburi, 126cc - 150cc,4.72%,36-60,Injury
16/09/2018,18:24:44,Chonburi, 156cc - 300cc,0.44%,36-60,Injury
10/4/2018,4:18:58,Chonburi, 400cc - 1000cc,0.62%,36-60,Injury
10/9/2018,21:14:51,Chonburi,less-than-110cc,25.68%,36-60,Injury
25/07/2018,13:58:41,Chonburi,more-than-1000cc,0.16%,36-60,Injury
19/12/2018,22:45:05,Nakhon-Ratchasima, 111cc - 125cc,55.07%,36-60,Injury
9/10/2018,8:57:25,Nakhon-Ratchasima, 126cc - 150cc,2.71%,36-60,Injury
1/6/2018,19:48:18,Nakhon-Ratchasima, 156cc - 300cc,0.05%,36-60,Injury
26/12/2018,13:14:20,Nakhon-Ratchasima, 400cc - 1000cc,0.28%,36-60,Injury
20/09/2018,8:17:55,Nakhon-Ratchasima,less-than-110cc,40.71%,36-60,Injury
14/05/2018,7:03:25,Nakhon-Ratchasima,more-than-1000cc,0.08%,36-60,Injury
17/12/2018,1:53:49,Surat-Thani, 111cc - 125cc,62.65%,36-60,Injury
22/05/2018,12:35:04,Surat-Thani, 126cc - 150cc,3.27%,36-60,Injury
5/4/2018,1:55:46,Surat-Thani, 156cc - 300cc,0.29%,36-60,Injury
28/11/2018,17:04:29,Surat-Thani, 400cc - 1000cc,1.02%,36-60,Injury
21/03/2018,21:26:49,Surat-Thani,less-than-110cc,30.89%,36-60,Injury
22/11/2018,9:55:09,Surat-Thani,more-than-1000cc,0.29%,36-60,Injury
18/10/2018,23:24:51,Chiang-Mai, 111cc - 125cc,51.52%,60++,Dead
7/5/2018,10:43:16,Chiang-Mai, 126cc - 150cc,9.09%,60++,Dead
7/3/2018,0:41:17,Chiang-Mai, 156cc - 300cc,3.03%,60++,Dead
29/12/2018,2:00:08,Chiang-Mai, 400cc - 1000cc,0.00%,60++,Dead
26/06/2018,15:05:54,Chiang-Mai,less-than-110cc,36.36%,60++,Dead
14/07/2018,21:27:20,Bangkok, 111cc - 125cc,52.94%,60++,Dead
4/4/2018,0:34:32,Bangkok, 126cc - 150cc,14.71%,60++,Dead
17/07/2018,8:50:23,Bangkok, 156cc - 300cc,2.94%,60++,Dead
7/10/2018,20:20:44,Bangkok, 400cc - 1000cc,5.88%,60++,Dead
10/12/2018,8:30:38,Bangkok,less-than-110cc,16.18%,60++,Dead
20/01/2018,0:30:03,Bangkok,more-than-1000cc,0.00%,60++,Dead
1/9/2018,20:50:44,Kanchanaburi, 111cc - 125cc,43.48%,60++,Dead
29/11/2018,8:36:15,Kanchanaburi, 156cc - 300cc,0.00%,60++,Dead
24/04/2018,0:31:30,Kanchanaburi,less-than-110cc,56.52%,60++,Dead
25/01/2018,6:55:41,Chonburi, 111cc - 125cc,50.00%,60++,Dead
25/04/2018,19:14:46,Chonburi, 126cc - 150cc,7.14%,60++,Dead
9/4/2018,13:44:55,Chonburi, 156cc - 300cc,0.00%,60++,Dead
11/10/2018,21:31:12,Chonburi, 400cc - 1000cc,0.00%,60++,Dead
19/05/2018,6:20:18,Chonburi,less-than-110cc,25.00%,60++,Dead
7/7/2018,10:57:48,Chonburi,more-than-1000cc,3.57%,60++,Dead
23/11/2018,1:20:07,Nakhon-Ratchasima, 111cc - 125cc,48.28%,60++,Dead
29/09/2018,1:31:19,Nakhon-Ratchasima, 126cc - 150cc,3.45%,60++,Dead
11/1/2018,10:00:26,Nakhon-Ratchasima, 156cc - 300cc,1.72%,60++,Dead
24/02/2018,7:56:53,Nakhon-Ratchasima, 400cc - 1000cc,0.00%,60++,Dead
2/10/2018,21:10:46,Nakhon-Ratchasima,less-than-110cc,44.83%,60++,Dead
19/01/2018,1:19:42,Surat-Thani, 111cc - 125cc,60.00%,60++,Dead
22/04/2018,14:08:56,Surat-Thani, 126cc - 150cc,0.00%,60++,Dead
8/4/2018,6:20:01,Surat-Thani, 400cc - 1000cc,6.67%,60++,Dead
21/09/2018,13:41:39,Surat-Thani,less-than-110cc,33.33%,60++,Dead
22/01/2018,5:50:29,Chiang-Mai, 111cc - 125cc,49.64%,60++,Injury
2/3/2018,7:18:17,Chiang-Mai, 126cc - 150cc,2.13%,60++,Injury
25/11/2018,0:40:05,Chiang-Mai, 156cc - 300cc,0.14%,60++,Injury
2/9/2018,3:00:16,Chiang-Mai, 400cc - 1000cc,0.43%,60++,Injury
8/2/2018,10:20:53,Chiang-Mai,less-than-110cc,46.87%,60++,Injury
18/12/2018,8:12:18,Chiang-Mai,more-than-1000cc,0.00%,60++,Injury
6/4/2018,0:35:59,Bangkok, 111cc - 125cc,62.54%,60++,Injury
28/10/2018,20:29:12,Bangkok, 126cc - 150cc,7.61%,60++,Injury
22/07/2018,13:09:21,Bangkok, 156cc - 300cc,0.19%,60++,Injury
27/02/2018,0:42:51,Bangkok, 400cc - 1000cc,0.58%,60++,Injury
9/7/2018,18:57:44,Bangkok,less-than-110cc,25.70%,60++,Injury
4/9/2018,0:02:13,Bangkok,more-than-1000cc,0.04%,60++,Injury
21/06/2018,0:40:09,Kanchanaburi, 111cc - 125cc,43.04%,60++,Injury
14/05/2018,16:22:06,Kanchanaburi, 126cc - 150cc,1.27%,60++,Injury
24/03/2018,3:03:54,Kanchanaburi, 156cc - 300cc,0.00%,60++,Injury
13/01/2018,19:34:38,Kanchanaburi, 400cc - 1000cc,0.00%,60++,Injury
17/03/2018,5:32:33,Kanchanaburi,less-than-110cc,55.70%,60++,Injury
29/05/2018,7:42:47,Kanchanaburi,more-than-1000cc,0.00%,60++,Injury
29/04/2018,0:20:48,Chonburi, 111cc - 125cc,53.59%,60++,Injury
5/4/2018,19:22:29,Chonburi, 126cc - 150cc,4.33%,60++,Injury
24/12/2018,3:16:34,Chonburi, 156cc - 300cc,0.50%,60++,Injury
12/3/2018,9:19:57,Chonburi, 400cc - 1000cc,0.62%,60++,Injury
17/12/2018,23:09:31,Chonburi,less-than-110cc,32.30%,60++,Injury
29/04/2018,5:04:10,Chonburi,more-than-1000cc,0.37%,60++,Injury
6/11/2018,3:42:32,Nakhon-Ratchasima, 111cc - 125cc,49.91%,60++,Injury
25/11/2018,21:36:55,Nakhon-Ratchasima, 126cc - 150cc,1.05%,60++,Injury
26/05/2018,19:45:27,Nakhon-Ratchasima, 156cc - 300cc,0.09%,60++,Injury
31/08/2018,21:42:11,Nakhon-Ratchasima, 400cc - 1000cc,0.09%,60++,Injury
22/06/2018,19:33:34,Nakhon-Ratchasima,less-than-110cc,47.99%,60++,Injury
4/5/2018,22:40:27,Nakhon-Ratchasima,more-than-1000cc,0.00%,60++,Injury
3/1/2018,16:43:42,Surat-Thani, 111cc - 125cc,53.88%,60++,Injury
27/07/2018,10:58:43,Surat-Thani, 126cc - 150cc,1.65%,60++,Injury
16/07/2018,5:55:45,Surat-Thani, 156cc - 300cc,0.00%,60++,Injury
4/9/2018,8:07:05,Surat-Thani, 400cc - 1000cc,0.24%,60++,Injury
26/12/2018,13:15:06,Surat-Thani,less-than-110cc,41.88%,60++,Injury
28/10/2018,20:17:58,Surat-Thani,more-than-1000cc,0.00%,60++,Injury
6/2/2019,4:18:46,Chiang-Mai, 111cc - 125cc,66.67%,14-Jan,Dead
21/04/2019,8:16:18,Chiang-Mai, 126cc - 150cc,6.67%,14-Jan,Dead
22/07/2019,8:08:23,Chiang-Mai, 400cc - 1000cc,0.00%,14-Jan,Dead
19/09/2019,19:19:56,Chiang-Mai,less-than-110cc,26.67%,14-Jan,Dead
4/4/2019,9:02:24,Bangkok, 111cc - 125cc,58.33%,14-Jan,Dead
11/2/2019,7:19:31,Bangkok, 126cc - 150cc,29.17%,14-Jan,Dead
11/6/2019,11:29:13,Bangkok, 400cc - 1000cc,0.00%,14-Jan,Dead
29/05/2019,0:57:03,Bangkok,less-than-110cc,12.50%,14-Jan,Dead
7/4/2019,10:26:28,Bangkok,more-than-1000cc,0.00%,14-Jan,Dead
27/03/2019,5:59:41,Kanchanaburi, 111cc - 125cc,66.67%,14-Jan,Dead
7/5/2019,6:36:43,Kanchanaburi, 126cc - 150cc,0.00%,14-Jan,Dead
19/12/2019,10:23:36,Kanchanaburi, 400cc - 1000cc,0.00%,14-Jan,Dead
8/11/2019,10:53:49,Kanchanaburi,less-than-110cc,33.33%,14-Jan,Dead
28/02/2019,6:59:56,Chonburi, 111cc - 125cc,64.29%,14-Jan,Dead
8/4/2019,20:13:53,Chonburi, 126cc - 150cc,0.00%,14-Jan,Dead
1/5/2019,22:43:58,Chonburi, 156cc - 300cc,0.00%,14-Jan,Dead
24/02/2019,20:23:36,Chonburi,less-than-110cc,14.29%,14-Jan,Dead
7/2/2019,15:50:39,Chonburi,more-than-1000cc,0.00%,14-Jan,Dead
22/11/2019,19:14:11,Nakhon-Ratchasima, 111cc - 125cc,56.25%,14-Jan,Dead
5/8/2019,21:52:12,Nakhon-Ratchasima, 126cc - 150cc,6.25%,14-Jan,Dead
28/10/2019,10:06:25,Nakhon-Ratchasima,less-than-110cc,37.50%,14-Jan,Dead
13/08/2019,4:56:28,Surat-Thani, 111cc - 125cc,87.50%,14-Jan,Dead
19/07/2019,18:29:55,Surat-Thani, 126cc - 150cc,12.50%,14-Jan,Dead
29/01/2019,23:00:55,Surat-Thani,less-than-110cc,0.00%,14-Jan,Dead
5/4/2019,17:27:20,Chiang-Mai, 111cc - 125cc,57.01%,14-Jan,Dead
3/3/2019,2:15:34,Chiang-Mai, 126cc - 150cc,4.07%,14-Jan,Dead
24/04/2019,17:52:28,Chiang-Mai, 156cc - 300cc,0.09%,14-Jan,Dead
15/12/2019,17:45:45,Chiang-Mai, 400cc - 1000cc,0.76%,14-Jan,Dead
11/3/2019,18:58:49,Chiang-Mai,less-than-110cc,38.07%,14-Jan,Dead
16/09/2019,14:01:28,Chiang-Mai, 111cc - 125cc,60.61%,15-19,Dead
9/11/2019,1:16:38,Chiang-Mai, 126cc - 150cc,15.15%,15-19,Dead
9/9/2019,10:53:43,Chiang-Mai, 156cc - 300cc,0.00%,15-19,Dead
7/7/2019,3:12:28,Chiang-Mai, 400cc - 1000cc,3.03%,15-19,Dead
18/02/2019,0:12:14,Chiang-Mai,less-than-110cc,21.21%,15-19,Dead
2/1/2019,23:06:00,Bangkok, 111cc - 125cc,60.78%,15-19,Dead
5/6/2019,21:01:06,Bangkok, 126cc - 150cc,7.84%,15-19,Dead
10/2/2019,9:10:13,Bangkok, 156cc - 300cc,1.96%,15-19,Dead
21/03/2019,14:32:38,Bangkok, 400cc - 1000cc,1.96%,15-19,Dead
12/6/2019,17:36:44,Bangkok,less-than-110cc,27.45%,15-19,Dead
23/07/2019,23:02:16,Kanchanaburi, 111cc - 125cc,75.00%,15-19,Dead
15/09/2019,13:25:36,Kanchanaburi, 126cc - 150cc,0.00%,15-19,Dead
17/09/2019,12:28:48,Kanchanaburi,less-than-110cc,25.00%,15-19,Dead
23/12/2019,17:17:41,Chonburi, 111cc - 125cc,47.83%,15-19,Dead
13/03/2019,1:49:34,Chonburi, 126cc - 150cc,10.87%,15-19,Dead
26/11/2019,16:24:00,Chonburi, 400cc - 1000cc,2.17%,15-19,Dead
5/10/2019,6:41:06,Chonburi,less-than-110cc,30.43%,15-19,Dead
22/01/2019,3:13:02,Nakhon-Ratchasima, 111cc - 125cc,83.93%,15-19,Dead
16/01/2019,21:03:21,Nakhon-Ratchasima, 126cc - 150cc,1.79%,15-19,Dead
20/07/2019,20:04:28,Nakhon-Ratchasima, 156cc - 300cc,0.00%,15-19,Dead
25/03/2019,5:32:26,Nakhon-Ratchasima,less-than-110cc,14.29%,15-19,Dead
24/05/2019,10:13:59,Surat-Thani, 111cc - 125cc,93.33%,15-19,Dead
18/05/2019,2:46:57,Surat-Thani,less-than-110cc,6.67%,15-19,Dead
17/01/2019,2:45:23,Chiang-Mai, 111cc - 125cc,48.10%,19-24,Dead
20/11/2019,1:46:40,Chiang-Mai, 126cc - 150cc,22.78%,19-24,Dead
22/06/2019,13:31:26,Chiang-Mai, 156cc - 300cc,0.00%,19-24,Dead
28/09/2019,11:59:47,Chiang-Mai, 400cc - 1000cc,3.80%,19-24,Dead
12/10/2019,15:45:12,Chiang-Mai,less-than-110cc,25.32%,19-24,Dead
23/05/2019,22:55:20,Bangkok, 111cc - 125cc,48.39%,19-24,Dead
5/5/2019,19:36:46,Bangkok, 126cc - 150cc,29.84%,19-24,Dead
30/07/2019,23:37:45,Bangkok, 156cc - 300cc,4.84%,19-24,Dead
7/9/2019,6:25:07,Bangkok, 400cc - 1000cc,3.23%,19-24,Dead
18/09/2019,23:46:39,Bangkok,less-than-110cc,13.71%,19-24,Dead
11/6/2019,8:47:10,Bangkok,more-than-1000cc,0.00%,19-24,Dead
26/01/2019,22:54:50,Kanchanaburi, 111cc - 125cc,76.19%,19-24,Dead
13/05/2019,17:35:12,Kanchanaburi, 126cc - 150cc,4.76%,19-24,Dead
4/2/2019,14:55:54,Kanchanaburi, 156cc - 300cc,0.00%,19-24,Dead
25/08/2019,6:43:59,Kanchanaburi, 400cc - 1000cc,0.00%,19-24,Dead
26/04/2019,6:59:52,Kanchanaburi,less-than-110cc,19.05%,19-24,Dead
11/9/2019,16:34:57,Chonburi, 111cc - 125cc,52.78%,19-24,Dead
29/04/2019,6:54:20,Chonburi, 126cc - 150cc,12.96%,19-24,Dead
27/05/2019,22:45:56,Chonburi, 156cc - 300cc,0.00%,19-24,Dead
25/10/2019,7:29:03,Chonburi, 400cc - 1000cc,1.85%,19-24,Dead
17/05/2019,14:48:15,Chonburi,less-than-110cc,21.30%,19-24,Dead
14/07/2019,20:32:31,Chonburi,more-than-1000cc,0.93%,19-24,Dead
25/04/2019,3:25:47,Nakhon-Ratchasima, 111cc - 125cc,60.29%,19-24,Dead
17/01/2019,11:02:06,Nakhon-Ratchasima, 126cc - 150cc,10.29%,19-24,Dead
17/01/2019,2:09:12,Nakhon-Ratchasima, 156cc - 300cc,1.47%,19-24,Dead
12/2/2019,9:34:00,Nakhon-Ratchasima, 400cc - 1000cc,1.47%,19-24,Dead
4/4/2019,2:53:40,Nakhon-Ratchasima,less-than-110cc,25.00%,19-24,Dead
15/01/2019,9:20:31,Nakhon-Ratchasima,more-than-1000cc,1.47%,19-24,Dead
10/5/2019,9:31:31,Surat-Thani, 111cc - 125cc,56.25%,19-24,Dead
13/03/2019,0:44:48,Surat-Thani, 126cc - 150cc,18.75%,19-24,Dead
23/12/2019,5:49:35,Surat-Thani, 156cc - 300cc,0.00%,19-24,Dead
14/02/2019,18:25:21,Surat-Thani, 400cc - 1000cc,0.00%,19-24,Dead
16/12/2019,5:42:15,Surat-Thani,less-than-110cc,25.00%,19-24,Dead
15/12/2019,21:48:39,Chiang-Mai, 111cc - 125cc,51.39%,25-35,Dead
29/03/2019,22:09:26,Chiang-Mai, 126cc - 150cc,9.72%,25-35,Dead
15/03/2019,2:08:32,Chiang-Mai, 156cc - 300cc,2.78%,25-35,Dead
28/03/2019,4:50:33,Chiang-Mai, 400cc - 1000cc,5.56%,25-35,Dead
30/05/2019,16:49:51,Chiang-Mai,less-than-110cc,30.56%,25-35,Dead
19/07/2019,3:11:24,Chiang-Mai,more-than-1000cc,0.00%,25-35,Dead
26/12/2019,23:44:51,Bangkok, 111cc - 125cc,51.09%,25-35,Dead
27/03/2019,7:47:59,Bangkok, 126cc - 150cc,31.39%,25-35,Dead
9/5/2019,4:21:38,Bangkok, 156cc - 300cc,0.73%,25-35,Dead
26/03/2019,8:07:35,Bangkok, 400cc - 1000cc,5.11%,25-35,Dead
2/2/2019,2:44:42,Bangkok,less-than-110cc,10.95%,25-35,Dead
23/11/2019,23:25:35,Bangkok,more-than-1000cc,0.00%,25-35,Dead
10/1/2019,8:56:06,Kanchanaburi, 111cc - 125cc,51.85%,25-35,Dead
18/08/2019,12:38:17,Kanchanaburi, 126cc - 150cc,18.52%,25-35,Dead
25/04/2019,1:09:57,Kanchanaburi, 156cc - 300cc,3.70%,25-35,Dead
8/7/2019,15:05:24,Kanchanaburi, 400cc - 1000cc,3.70%,25-35,Dead
10/9/2019,1:02:10,Kanchanaburi,less-than-110cc,18.52%,25-35,Dead
30/04/2019,14:43:21,Kanchanaburi,more-than-1000cc,3.70%,25-35,Dead
10/8/2019,4:23:21,Chonburi, 111cc - 125cc,56.76%,25-35,Dead
1/9/2019,3:04:05,Chonburi, 126cc - 150cc,12.61%,25-35,Dead
5/10/2019,4:02:11,Chonburi, 156cc - 300cc,0.90%,25-35,Dead
30/03/2019,4:20:43,Chonburi, 400cc - 1000cc,6.31%,25-35,Dead
27/01/2019,6:46:20,Chonburi,less-than-110cc,11.71%,25-35,Dead
8/1/2019,3:24:48,Chonburi,more-than-1000cc,0.00%,25-35,Dead
28/01/2019,11:16:06,Nakhon-Ratchasima, 111cc - 125cc,52.86%,25-35,Dead
12/8/2019,19:45:00,Nakhon-Ratchasima, 126cc - 150cc,17.14%,25-35,Dead
11/8/2019,10:48:37,Nakhon-Ratchasima, 156cc - 300cc,2.86%,25-35,Dead
19/06/2019,0:41:44,Nakhon-Ratchasima, 400cc - 1000cc,8.57%,25-35,Dead
24/05/2019,11:51:59,Nakhon-Ratchasima,less-than-110cc,18.57%,25-35,Dead
2/1/2019,9:06:29,Nakhon-Ratchasima,more-than-1000cc,0.00%,25-35,Dead
21/05/2019,15:35:21,Surat-Thani, 111cc - 125cc,44.44%,25-35,Dead
20/11/2019,15:18:19,Surat-Thani, 126cc - 150cc,11.11%,25-35,Dead
13/05/2019,6:55:38,Surat-Thani, 156cc - 300cc,0.00%,25-35,Dead
19/07/2019,5:53:43,Surat-Thani, 400cc - 1000cc,5.56%,25-35,Dead
21/09/2019,3:10:33,Surat-Thani,less-than-110cc,33.33%,25-35,Dead
8/9/2019,22:41:37,Surat-Thani,more-than-1000cc,5.56%,25-35,Dead
30/11/2019,16:22:48,Chiang-Mai, 111cc - 125cc,49.54%,36-60,Dead
12/2/2019,1:06:30,Chiang-Mai, 126cc - 150cc,7.34%,36-60,Dead
25/07/2019,6:07:00,Chiang-Mai, 156cc - 300cc,0.92%,36-60,Dead
18/04/2019,23:41:17,Chiang-Mai, 400cc - 1000cc,0.00%,36-60,Dead
5/3/2019,17:38:37,Chiang-Mai,less-than-110cc,42.20%,36-60,Dead
14/06/2019,17:35:33,Chiang-Mai,more-than-1000cc,0.00%,36-60,Dead
18/08/2019,3:12:41,Bangkok, 111cc - 125cc,57.87%,36-60,Dead
5/4/2019,13:33:10,Bangkok, 126cc - 150cc,19.10%,36-60,Dead
16/10/2019,8:19:46,Bangkok, 156cc - 300cc,1.12%,36-60,Dead
13/12/2019,18:33:30,Bangkok, 400cc - 1000cc,3.93%,36-60,Dead
13/12/2019,3:58:20,Bangkok,less-than-110cc,17.98%,36-60,Dead
26/11/2019,5:22:09,Bangkok,more-than-1000cc,0.00%,36-60,Dead
25/06/2019,2:35:12,Kanchanaburi, 111cc - 125cc,43.59%,36-60,Dead
18/09/2019,17:54:13,Kanchanaburi, 126cc - 150cc,7.69%,36-60,Dead
25/07/2019,4:47:01,Kanchanaburi, 156cc - 300cc,0.00%,36-60,Dead
16/07/2019,9:29:21,Kanchanaburi, 400cc - 1000cc,5.13%,36-60,Dead
19/08/2019,10:52:58,Kanchanaburi,less-than-110cc,43.59%,36-60,Dead
24/08/2019,16:43:56,Chonburi, 111cc - 125cc,56.16%,36-60,Dead
7/3/2019,11:18:01,Chonburi, 126cc - 150cc,4.79%,36-60,Dead
4/10/2019,19:04:30,Chonburi, 156cc - 300cc,0.68%,36-60,Dead
9/12/2019,19:54:57,Chonburi, 400cc - 1000cc,4.11%,36-60,Dead
4/7/2019,12:56:10,Chonburi,less-than-110cc,28.77%,36-60,Dead
6/12/2019,16:08:02,Chonburi,more-than-1000cc,0.68%,36-60,Dead
10/7/2019,23:50:30,Nakhon-Ratchasima, 111cc - 125cc,58.49%,36-60,Dead
21/07/2019,19:56:21,Nakhon-Ratchasima, 126cc - 150cc,1.89%,36-60,Dead
12/8/2019,23:38:56,Nakhon-Ratchasima, 156cc - 300cc,0.00%,36-60,Dead
21/04/2019,19:11:38,Nakhon-Ratchasima, 400cc - 1000cc,0.94%,36-60,Dead
1/12/2019,12:38:18,Nakhon-Ratchasima,less-than-110cc,37.74%,36-60,Dead
29/07/2019,6:39:37,Nakhon-Ratchasima,more-than-1000cc,0.00%,36-60,Dead
3/6/2019,1:01:28,Surat-Thani, 111cc - 125cc,45.95%,36-60,Dead
15/07/2019,21:24:23,Surat-Thani, 126cc - 150cc,2.70%,36-60,Dead
20/03/2019,17:30:30,Surat-Thani, 156cc - 300cc,8.11%,36-60,Dead
3/7/2019,21:17:00,Surat-Thani, 400cc - 1000cc,2.70%,36-60,Dead
10/3/2019,0:53:10,Surat-Thani,less-than-110cc,40.54%,36-60,Dead
27/10/2019,8:05:44,Chiang-Mai, 111cc - 125cc,30.16%,60++,Dead
26/05/2019,12:31:58,Chiang-Mai, 126cc - 150cc,1.59%,60++,Dead
24/03/2019,14:02:55,Chiang-Mai, 156cc - 300cc,0.00%,60++,Dead
28/02/2019,5:55:07,Chiang-Mai, 400cc - 1000cc,3.17%,60++,Dead
26/10/2019,2:18:21,Chiang-Mai,less-than-110cc,65.08%,60++,Dead
6/8/2019,11:29:17,Bangkok, 111cc - 125cc,57.14%,60++,Dead
11/8/2019,16:38:40,Bangkok, 126cc - 150cc,15.87%,60++,Dead
10/4/2019,8:44:41,Bangkok, 156cc - 300cc,1.59%,60++,Dead
26/07/2019,4:44:11,Bangkok, 400cc - 1000cc,4.76%,60++,Dead
29/06/2019,21:18:54,Bangkok,less-than-110cc,19.05%,60++,Dead
30/04/2019,5:28:13,Bangkok,more-than-1000cc,1.59%,60++,Dead
15/10/2019,3:33:43,Kanchanaburi, 111cc - 125cc,42.31%,60++,Dead
24/03/2019,20:14:59,Kanchanaburi, 156cc - 300cc,0.00%,60++,Dead
14/08/2019,8:11:59,Kanchanaburi,less-than-110cc,57.69%,60++,Dead
1/3/2019,15:42:48,Chonburi, 111cc - 125cc,60.42%,60++,Dead
12/10/2019,13:27:59,Chonburi, 126cc - 150cc,8.33%,60++,Dead
6/6/2019,7:46:02,Chonburi, 156cc - 300cc,0.00%,60++,Dead
8/10/2019,6:34:55,Chonburi, 400cc - 1000cc,0.00%,60++,Dead
19/07/2019,8:16:34,Chonburi,less-than-110cc,25.00%,60++,Dead
